レシート番号,支店,性別,年代,曜日,日付,時刻,時間帯,レシート金額,商品名,購入商品数,商品順,単品購入,朝の購入,昼の購入,夜の購入,平日,土日,若年層,中年層,高年層,低額,中額,高額,カテゴリ,商品単価
R0063,中央区,女性,50代,土,2024/01/31,09:25,朝,140,おにぎり,1,1,1,1,0,0,0,1,0,0,1,1,0,0,主食・基本食品,140
R0064,中央区,男性,20代,火,2024/08/14,07:56,朝,270,フルーツ,1,1,1,1,0,0,1,0,1,0,0,1,0,0,健康食品,270
R0065,中央区,男性,30代,木,2024/11/02,22:23,夜,1080,サンドイッチ,4,1,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,450
R0065,中央区,男性,30代,木,2024/11/02,22:23,夜,1080,コーヒー,4,2,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0065,中央区,男性,30代,木,2024/11/02,22:23,夜,1080,ジュース,4,3,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0065,中央区,男性,30代,木,2024/11/02,22:23,夜,1080,サラダ,4,4,0,0,0,1,1,0,0,1,0,0,1,0,健康食品,290
R0066,中央区,女性,10代,木,2024/10/31,11:08,昼,480,トイレットペーパー,2,1,0,0,1,0,1,0,1,0,0,1,0,0,掃除・衛生用品,330
R0066,中央区,女性,10代,木,2024/10/31,11:08,昼,480,洗剤,2,2,0,0,1,0,1,0,1,0,0,1,0,0,掃除・衛生用品,150
R0067,中央区,男性,60代以上,火,2024/07/09,09:36,朝,820,ヨーグルト,4,1,0,1,0,0,1,0,0,0,1,0,0,1,健康食品,190
R0067,中央区,男性,60代以上,火,2024/07/09,09:36,朝,820,野菜ジュース,4,2,0,1,0,0,1,0,0,0,1,0,0,1,飲み物,180
R0067,中央区,男性,60代以上,火,2024/07/09,09:36,朝,820,栄養ドリンク,4,3,0,1,0,0,1,0,0,0,1,0,0,1,飲み物,180
R0067,中央区,男性,60代以上,火,2024/07/09,09:36,朝,820,フルーツ,4,4,0,1,0,0,1,0,0,0,1,0,0,1,健康食品,270
R0068,中央区,女性,30代,日,2024/10/12,10:02,朝,800,コーヒー,3,1,0,1,0,0,0,1,0,1,0,0,1,0,飲み物,170
R0068,中央区,女性,30代,日,2024/10/12,10:02,朝,800,サンドイッチ,3,2,0,1,0,0,0,1,0,1,0,0,1,0,インスタント食品,450
R0068,中央区,女性,30代,日,2024/10/12,10:02,朝,800,カップ麺,3,3,0,1,0,0,0,1,0,1,0,0,1,0,インスタント食品,180
R0069,中央区,男性,50代,月,2024/01/02,08:13,朝,740,サンドイッチ,3,1,0,1,0,0,1,0,0,0,1,0,1,0,インスタント食品,450
R0069,中央区,男性,50代,月,2024/01/02,08:13,朝,740,コーヒー,3,2,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,170
R0069,中央区,男性,50代,月,2024/01/02,08:13,朝,740,お茶,3,3,0,1,0,0,1,0,0,0,1,0,1,0,飲み物,120
R0070,中央区,男性,40代,土,2024/11/04,17:21,夜,370,栄養ドリンク,2,1,0,0,0,1,0,1,0,1,0,0,1,0,飲み物,180
R0070,中央区,男性,40代,土,2024/11/04,17:21,夜,370,ヨーグルト,2,2,0,0,0,1,0,1,0,1,0,0,1,0,健康食品,190
R0071,中央区,男性,50代,日,2024/12/05,19:06,夜,980,サラダ,4,1,0,0,0,1,0,1,0,0,1,0,0,1,健康食品,290
R0071,中央区,男性,50代,日,2024/12/05,19:06,夜,980,フルーツ,4,2,0,0,0,1,0,1,0,0,1,0,0,1,健康食品,270
R0071,中央区,男性,50代,日,2024/12/05,19:06,夜,980,栄養ドリンク,4,3,0,0,0,1,0,1,0,0,1,0,0,1,飲み物,180
R0071,中央区,男性,50代,日,2024/12/05,19:06,夜,980,卵,4,4,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,240
R0072,中央区,男性,40代,金,2024/05/27,09:08,朝,550,ヨーグルト,3,1,0,1,0,0,1,0,0,1,0,0,0,1,健康食品,190
R0072,中央区,男性,40代,金,2024/05/27,09:08,朝,550,栄養ドリンク,3,2,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,180
R0072,中央区,男性,40代,金,2024/05/27,09:08,朝,550,野菜ジュース,3,3,0,1,0,0,1,0,0,1,0,0,0,1,飲み物,180
R0073,中央区,男性,20代,木,2024/12/11,10:19,朝,630,トイレットペーパー,2,1,0,1,0,0,1,0,1,0,0,1,0,0,掃除・衛生用品,330
R0073,中央区,男性,20代,木,2024/12/11,10:19,朝,630,歯ブラシ,2,2,0,1,0,0,1,0,1,0,0,1,0,0,パーソナルケア,300
R0074,中央区,女性,10代,水,2024/05/06,08:05,朝,850,お茶,4,1,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,120
R0074,中央区,女性,10代,水,2024/05/06,08:05,朝,850,ジュース,4,2,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0074,中央区,女性,10代,水,2024/05/06,08:05,朝,850,コーヒー,4,3,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0074,中央区,女性,10代,水,2024/05/06,08:05,朝,850,ティッシュ,4,4,0,1,0,0,1,0,1,0,0,0,1,0,掃除・衛生用品,390
R0075,中央区,女性,10代,火,2024/07/04,19:52,夜,240,卵,1,1,1,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,240
R0076,中央区,女性,10代,水,2024/01/23,21:45,夜,970,ヨーグルト,5,1,0,0,0,1,1,0,1,0,0,0,0,1,健康食品,190
R0076,中央区,女性,10代,水,2024/01/23,21:45,夜,970,野菜ジュース,5,2,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,180
R0076,中央区,女性,10代,水,2024/01/23,21:45,夜,970,栄養ドリンク,5,3,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,180
R0076,中央区,女性,10代,水,2024/01/23,21:45,夜,970,フルーツ,5,4,0,0,0,1,1,0,1,0,0,0,0,1,健康食品,270
R0076,中央区,女性,10代,水,2024/01/23,21:45,夜,970,アイス,5,5,0,0,0,1,1,0,1,0,0,0,0,1,お菓子・スナック,150
R0077,中央区,男性,20代,月,2024/09/23,15:10,昼,290,サラダ,1,1,1,0,1,0,1,0,1,0,0,1,0,0,健康食品,290
R0078,中央区,男性,60代以上,日,2024/05/03,20:06,夜,600,トイレットペーパー,3,1,0,0,0,1,0,1,0,0,1,0,0,1,掃除・衛生用品,330
R0078,中央区,男性,60代以上,日,2024/05/03,20:06,夜,600,洗剤,3,2,0,0,0,1,0,1,0,0,1,0,0,1,掃除・衛生用品,150
R0078,中央区,男性,60代以上,日,2024/05/03,20:06,夜,600,お茶,3,3,0,0,0,1,0,1,0,0,1,0,0,1,飲み物,120
R0079,中央区,男性,40代,火,2024/07/17,21:21,夜,570,サンドイッチ,2,1,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,450
R0079,中央区,男性,40代,火,2024/07/17,21:21,夜,570,お茶,2,2,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,120
R0080,中央区,男性,30代,水,2024/05/18,18:11,夜,920,おにぎり,4,1,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,140
R0080,中央区,男性,30代,水,2024/05/18,18:11,夜,920,パン,4,2,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,210
R0080,中央区,男性,30代,水,2024/05/18,18:11,夜,920,牛乳,4,3,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,330
R0080,中央区,男性,30代,水,2024/05/18,18:11,夜,920,卵,4,4,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,240
R0081,中央区,女性,50代,火,2024/12/16,07:11,朝,180,栄養ドリンク,1,1,1,1,0,0,1,0,0,0,1,1,0,0,飲み物,180
R0082,中央区,女性,50代,日,2024/10/26,16:14,昼,470,サラダ,2,1,0,0,1,0,0,1,0,0,1,0,1,0,健康食品,290
R0082,中央区,女性,50代,日,2024/10/26,16:14,昼,470,栄養ドリンク,2,2,0,0,1,0,0,1,0,0,1,0,1,0,飲み物,180
R0083,中央区,男性,20代,木,2024/09/17,08:23,朝,620,サンドイッチ,2,1,0,1,0,0,1,0,1,0,0,0,1,0,インスタント食品,450
R0083,中央区,男性,20代,木,2024/09/17,08:23,朝,620,コーヒー,2,2,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0084,中央区,男性,20代,火,2024/08/13,14:53,昼,290,お茶,2,1,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,120
R0084,中央区,男性,20代,火,2024/08/13,14:53,昼,290,コーヒー,2,2,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,170
R0085,中央区,男性,10代,木,2024/08/22,21:58,夜,570,栄養ドリンク,2,1,0,0,0,1,1,0,1,0,0,1,0,0,飲み物,180
R0085,中央区,男性,10代,木,2024/08/22,21:58,夜,570,ティッシュ,2,2,0,0,0,1,1,0,1,0,0,1,0,0,掃除・衛生用品,390
R0086,中央区,男性,20代,火,2024/04/19,19:51,夜,570,フルーツ,2,1,0,0,0,1,1,0,1,0,0,0,1,0,健康食品,270
R0086,中央区,男性,20代,火,2024/04/19,19:51,夜,570,冷凍食品,2,2,0,0,0,1,1,0,1,0,0,0,1,0,インスタント食品,300
R0087,中央区,女性,40代,土,2024/08/12,10:06,朝,250,おにぎり,2,1,0,1,0,0,0,1,0,1,0,0,1,0,主食・基本食品,140
R0087,中央区,女性,40代,土,2024/08/12,10:06,朝,250,シャンプー,2,2,0,1,0,0,0,1,0,1,0,0,1,0,パーソナルケア,110
R0088,中央区,男性,20代,土,2024/09/11,22:16,夜,920,パン,4,1,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,210
R0088,中央区,男性,20代,土,2024/09/11,22:16,夜,920,おにぎり,4,2,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,140
R0088,中央区,男性,20代,土,2024/09/11,22:16,夜,920,卵,4,3,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,240
R0088,中央区,男性,20代,土,2024/09/11,22:16,夜,920,牛乳,4,4,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,330
R0089,中央区,男性,10代,火,2024/01/27,20:48,夜,1220,フルーツ,5,1,0,0,0,1,1,0,1,0,0,0,0,1,健康食品,270
R0089,中央区,男性,10代,火,2024/01/27,20:48,夜,1220,栄養ドリンク,5,2,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,180
R0089,中央区,男性,10代,火,2024/01/27,20:48,夜,1220,サラダ,5,3,0,0,0,1,1,0,1,0,0,0,0,1,健康食品,290
R0089,中央区,男性,10代,火,2024/01/27,20:48,夜,1220,野菜ジュース,5,4,0,0,0,1,1,0,1,0,0,0,0,1,飲み物,180
R0089,中央区,男性,10代,火,2024/01/27,20:48,夜,1220,歯ブラシ,5,5,0,0,0,1,1,0,1,0,0,0,0,1,パーソナルケア,300
R0090,中央区,女性,50代,火,2024/06/26,19:31,夜,730,ジュース,3,1,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0090,中央区,女性,50代,火,2024/06/26,19:31,夜,730,サンドイッチ,3,2,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,450
R0090,中央区,女性,50代,火,2024/06/26,19:31,夜,730,シャンプー,3,3,0,0,0,1,1,0,0,0,1,0,1,0,パーソナルケア,110
R0091,中央区,女性,60代以上,水,2024/10/02,17:01,夜,910,サンドイッチ,4,1,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,450
R0091,中央区,女性,60代以上,水,2024/10/02,17:01,夜,910,コーヒー,4,2,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0091,中央区,女性,60代以上,水,2024/10/02,17:01,夜,910,お茶,4,3,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,120
R0091,中央区,女性,60代以上,水,2024/10/02,17:01,夜,910,ジュース,4,4,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0092,中央区,女性,60代以上,金,2024/05/21,15:27,昼,920,フルーツ,4,1,0,0,1,0,1,0,0,0,1,0,0,1,健康食品,270
R0092,中央区,女性,60代以上,金,2024/05/21,15:27,昼,920,サラダ,4,2,0,0,1,0,1,0,0,0,1,0,0,1,健康食品,290
R0092,中央区,女性,60代以上,金,2024/05/21,15:27,昼,920,野菜ジュース,4,3,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,180
R0092,中央区,女性,60代以上,金,2024/05/21,15:27,昼,920,栄養ドリンク,4,4,0,0,1,0,1,0,0,0,1,0,0,1,飲み物,180
R0093,中央区,男性,20代,木,2024/12/27,18:38,夜,240,卵,1,1,1,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,240
R0094,中央区,女性,10代,金,2024/02/10,09:23,朝,950,歯ブラシ,4,1,0,1,0,0,1,0,1,0,0,0,0,1,パーソナルケア,300
R0094,中央区,女性,10代,金,2024/02/10,09:23,朝,950,シャンプー,4,2,0,1,0,0,1,0,1,0,0,0,0,1,パーソナルケア,110
R0094,中央区,女性,10代,金,2024/02/10,09:23,朝,950,ティッシュ,4,3,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,390
R0094,中央区,女性,10代,金,2024/02/10,09:23,朝,950,洗剤,4,4,0,1,0,0,1,0,1,0,0,0,0,1,掃除・衛生用品,150
R0095,中央区,女性,60代以上,木,2024/07/10,19:52,夜,740,サラダ,3,1,0,0,0,1,1,0,0,0,1,0,1,0,健康食品,290
R0095,中央区,女性,60代以上,木,2024/07/10,19:52,夜,740,栄養ドリンク,3,2,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,180
R0095,中央区,女性,60代以上,木,2024/07/10,19:52,夜,740,フルーツ,3,3,0,0,0,1,1,0,0,0,1,0,1,0,健康食品,270
R0096,中央区,男性,50代,土,2024/08/30,20:26,夜,1100,サラダ,5,1,0,0,0,1,0,1,0,0,1,0,0,1,健康食品,290
R0096,中央区,男性,50代,土,2024/08/30,20:26,夜,1100,フルーツ,5,2,0,0,0,1,0,1,0,0,1,0,0,1,健康食品,270
R0096,中央区,男性,50代,土,2024/08/30,20:26,夜,1100,栄養ドリンク,5,3,0,0,0,1,0,1,0,0,1,0,0,1,飲み物,180
R0096,中央区,男性,50代,土,2024/08/30,20:26,夜,1100,ヨーグルト,5,4,0,0,0,1,0,1,0,0,1,0,0,1,健康食品,190
R0096,中央区,男性,50代,土,2024/08/30,20:26,夜,1100,ジュース,5,5,0,0,0,1,0,1,0,0,1,0,0,1,飲み物,170
R0097,中央区,女性,20代,月,2024/06/15,16:17,昼,270,フルーツ,1,1,1,0,1,0,1,0,1,0,0,1,0,0,健康食品,270
R0098,中央区,女性,30代,木,2024/03/29,07:48,朝,330,牛乳,1,1,1,1,0,0,1,0,0,1,0,1,0,0,主食・基本食品,330
R0099,中央区,女性,60代以上,日,2024/12/30,13:14,昼,370,野菜ジュース,2,1,0,0,1,0,0,1,0,0,1,1,0,0,飲み物,180
R0099,中央区,女性,60代以上,日,2024/12/30,13:14,昼,370,ヨーグルト,2,2,0,0,1,0,0,1,0,0,1,1,0,0,健康食品,190
R0100,中央区,男性,20代,月,2024/10/14,21:29,夜,950,サラダ,4,1,0,0,0,1,1,0,1,0,0,0,1,0,健康食品,290
R0100,中央区,男性,20代,月,2024/10/14,21:29,夜,950,フルーツ,4,2,0,0,0,1,1,0,1,0,0,0,1,0,健康食品,270
R0100,中央区,男性,20代,月,2024/10/14,21:29,夜,950,栄養ドリンク,4,3,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,180
R0100,中央区,男性,20代,月,2024/10/14,21:29,夜,950,チョコレート,4,4,0,0,0,1,1,0,1,0,0,0,1,0,お菓子・スナック,210
R0101,中央区,女性,30代,水,2024/10/04,13:24,昼,680,おにぎり,3,1,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,140
R0101,中央区,女性,30代,水,2024/10/04,13:24,昼,680,パン,3,2,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,210
R0101,中央区,女性,30代,水,2024/10/04,13:24,昼,680,牛乳,3,3,0,0,1,0,1,0,0,1,0,0,0,1,主食・基本食品,330
R0102,中央区,男性,50代,火,2024/10/01,08:34,朝,120,お茶,1,1,1,1,0,0,1,0,0,0,1,1,0,0,飲み物,120
R0103,中央区,男性,60代以上,火,2024/11/28,16:54,昼,450,栄養ドリンク,2,1,0,0,1,0,1,0,0,0,1,0,1,0,飲み物,180
R0103,中央区,男性,60代以上,火,2024/11/28,16:54,昼,450,フルーツ,2,2,0,0,1,0,1,0,0,0,1,0,1,0,健康食品,270
R0104,中央区,男性,40代,金,2024/07/21,12:05,昼,450,フルーツ,2,1,0,0,1,0,1,0,0,1,0,0,1,0,健康食品,270
R0104,中央区,男性,40代,金,2024/07/21,12:05,昼,450,野菜ジュース,2,2,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,180
R0105,中央区,女性,20代,月,2024/09/08,07:43,朝,1030,おにぎり,5,1,0,1,0,0,1,0,1,0,0,0,0,1,主食・基本食品,140
R0105,中央区,女性,20代,月,2024/09/08,07:43,朝,1030,パン,5,2,0,1,0,0,1,0,1,0,0,0,0,1,主食・基本食品,210
R0105,中央区,女性,20代,月,2024/09/08,07:43,朝,1030,牛乳,5,3,0,1,0,0,1,0,1,0,0,0,0,1,主食・基本食品,330
R0105,中央区,女性,20代,月,2024/09/08,07:43,朝,1030,卵,5,4,0,1,0,0,1,0,1,0,0,0,0,1,主食・基本食品,240
R0105,中央区,女性,20代,月,2024/09/08,07:43,朝,1030,ポテトチップス,5,5,0,1,0,0,1,0,1,0,0,0,0,1,お菓子・スナック,110
R0106,中央区,男性,20代,月,2024/08/11,20:52,夜,440,おにぎり,2,1,0,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,140
R0106,中央区,男性,20代,月,2024/08/11,20:52,夜,440,歯ブラシ,2,2,0,0,0,1,1,0,1,0,0,1,0,0,パーソナルケア,300
R0107,中央区,女性,60代以上,金,2024/12/12,09:45,朝,350,おにぎり,2,1,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,140
R0107,中央区,女性,60代以上,金,2024/12/12,09:45,朝,350,パン,2,2,0,1,0,0,1,0,0,0,1,0,1,0,主食・基本食品,210
R0108,中央区,男性,10代,月,2024/04/09,19:30,夜,330,牛乳,1,1,1,0,0,1,1,0,1,0,0,1,0,0,主食・基本食品,330
R0109,中央区,男性,30代,月,2024/03/04,20:01,夜,570,栄養ドリンク,2,1,0,0,0,1,1,0,0,1,0,1,0,0,飲み物,180
R0109,中央区,男性,30代,月,2024/03/04,20:01,夜,570,ティッシュ,2,2,0,0,0,1,1,0,0,1,0,1,0,0,掃除・衛生用品,390
R0110,中央区,男性,10代,日,2024/11/04,17:56,夜,1210,パン,5,1,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,210
R0110,中央区,男性,10代,日,2024/11/04,17:56,夜,1210,卵,5,2,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,240
R0110,中央区,男性,10代,日,2024/11/04,17:56,夜,1210,おにぎり,5,3,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,140
R0110,中央区,男性,10代,日,2024/11/04,17:56,夜,1210,牛乳,5,4,0,0,0,1,0,1,1,0,0,0,0,1,主食・基本食品,330
R0110,中央区,男性,10代,日,2024/11/04,17:56,夜,1210,サラダ,5,5,0,0,0,1,0,1,1,0,0,0,0,1,健康食品,290
R0111,中央区,女性,30代,水,2024/01/07,17:53,夜,920,卵,4,1,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,240
R0111,中央区,女性,30代,水,2024/01/07,17:53,夜,920,パン,4,2,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,210
R0111,中央区,女性,30代,水,2024/01/07,17:53,夜,920,牛乳,4,3,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,330
R0111,中央区,女性,30代,水,2024/01/07,17:53,夜,920,おにぎり,4,4,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,140
R0112,中央区,女性,20代,火,2024/03/26,14:30,昼,370,栄養ドリンク,2,1,0,0,1,0,1,0,1,0,0,1,0,0,飲み物,180
R0112,中央区,女性,20代,火,2024/03/26,14:30,昼,370,ヨーグルト,2,2,0,0,1,0,1,0,1,0,0,1,0,0,健康食品,190
R0113,中央区,女性,30代,水,2024/05/04,22:04,夜,510,野菜ジュース,2,1,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,180
R0113,中央区,女性,30代,水,2024/05/04,22:04,夜,510,牛乳,2,2,0,0,0,1,1,0,0,1,0,0,1,0,主食・基本食品,330
R0114,中央区,男性,30代,水,2024/03/14,18:15,夜,910,コーヒー,4,1,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0114,中央区,男性,30代,水,2024/03/14,18:15,夜,910,サンドイッチ,4,2,0,0,0,1,1,0,0,1,0,0,1,0,インスタント食品,450
R0114,中央区,男性,30代,水,2024/03/14,18:15,夜,910,お茶,4,3,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,120
R0114,中央区,男性,30代,水,2024/03/14,18:15,夜,910,ジュース,4,4,0,0,0,1,1,0,0,1,0,0,1,0,飲み物,170
R0115,中央区,女性,50代,水,2024/02/14,13:24,昼,190,ヨーグルト,1,1,1,0,1,0,1,0,0,0,1,1,0,0,健康食品,190
R0116,中央区,女性,50代,火,2024/09/20,18:16,夜,620,サンドイッチ,2,1,0,0,0,1,1,0,0,0,1,0,1,0,インスタント食品,450
R0116,中央区,女性,50代,火,2024/09/20,18:16,夜,620,コーヒー,2,2,0,0,0,1,1,0,0,0,1,0,1,0,飲み物,170
R0117,中央区,男性,50代,土,2024/06/27,18:02,夜,880,卵,4,1,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,240
R0117,中央区,男性,50代,土,2024/06/27,18:02,夜,880,牛乳,4,2,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,330
R0117,中央区,男性,50代,土,2024/06/27,18:02,夜,880,おにぎり,4,3,0,0,0,1,0,1,0,0,1,0,0,1,主食・基本食品,140
R0117,中央区,男性,50代,土,2024/06/27,18:02,夜,880,ジュース,4,4,0,0,0,1,0,1,0,0,1,0,0,1,飲み物,170
R0118,中央区,男性,40代,月,2024/02/20,20:12,夜,660,サラダ,3,1,0,0,0,1,1,0,0,1,0,0,0,1,健康食品,290
R0118,中央区,男性,40代,月,2024/02/20,20:12,夜,660,ヨーグルト,3,2,0,0,0,1,1,0,0,1,0,0,0,1,健康食品,190
R0118,中央区,男性,40代,月,2024/02/20,20:12,夜,660,野菜ジュース,3,3,0,0,0,1,1,0,0,1,0,0,0,1,飲み物,180
R0119,中央区,男性,10代,土,2024/05/13,10:35,朝,680,ティッシュ,2,1,0,1,0,0,0,1,1,0,0,1,0,0,掃除・衛生用品,390
R0119,中央区,男性,10代,土,2024/05/13,10:35,朝,680,サラダ,2,2,0,1,0,0,0,1,1,0,0,1,0,0,健康食品,290
R0120,中央区,女性,50代,土,2024/11/13,15:32,昼,270,フルーツ,1,1,1,0,1,0,0,1,0,0,1,1,0,0,健康食品,270
R0121,中央区,女性,50代,月,2024/12/24,17:30,夜,600,牛乳,2,1,0,0,0,1,1,0,0,0,1,0,1,0,主食・基本食品,330
R0121,中央区,女性,50代,月,2024/12/24,17:30,夜,600,フルーツ,2,2,0,0,0,1,1,0,0,0,1,0,1,0,健康食品,270
R0122,中央区,女性,30代,火,2024/05/21,22:23,夜,1120,コーヒー,5,1,0,0,0,1,1,0,0,1,0,0,0,1,飲み物,170
R0122,中央区,女性,30代,火,2024/05/21,22:23,夜,1120,サンドイッチ,5,2,0,0,0,1,1,0,0,1,0,0,0,1,インスタント食品,450
R0122,中央区,女性,30代,火,2024/05/21,22:23,夜,1120,お茶,5,3,0,0,0,1,1,0,0,1,0,0,0,1,飲み物,120
R0122,中央区,女性,30代,火,2024/05/21,22:23,夜,1120,ジュース,5,4,0,0,0,1,1,0,0,1,0,0,0,1,飲み物,170
R0122,中央区,女性,30代,火,2024/05/21,22:23,夜,1120,パン,5,5,0,0,0,1,1,0,0,1,0,0,0,1,主食・基本食品,210
R0123,中央区,男性,20代,月,2024/09/23,07:39,朝,460,ジュース,3,1,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0123,中央区,男性,20代,月,2024/09/23,07:39,朝,460,コーヒー,3,2,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,170
R0123,中央区,男性,20代,月,2024/09/23,07:39,朝,460,お茶,3,3,0,1,0,0,1,0,1,0,0,0,1,0,飲み物,120
R0124,中央区,女性,40代,金,2024/01/29,12:03,昼,620,サンドイッチ,2,1,0,0,1,0,1,0,0,1,0,0,1,0,インスタント食品,450
R0124,中央区,女性,40代,金,2024/01/29,12:03,昼,620,ジュース,2,2,0,0,1,0,1,0,0,1,0,0,1,0,飲み物,170
R0125,中央区,女性,10代,月,2024/07/18,18:13,夜,790,ジュース,3,1,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,170
R0125,中央区,女性,10代,月,2024/07/18,18:13,夜,790,サンドイッチ,3,2,0,0,0,1,1,0,1,0,0,0,1,0,インスタント食品,450
R0125,中央区,女性,10代,月,2024/07/18,18:13,夜,790,コーヒー,3,3,0,0,0,1,1,0,1,0,0,0,1,0,飲み物,170
R0126,中央区,女性,40代,日,2024/07/24,19:33,夜,980,アイス,4,1,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,150
R0126,中央区,女性,40代,日,2024/07/24,19:33,夜,980,ポテトチップス,4,2,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,110
R0126,中央区,女性,40代,日,2024/07/24,19:33,夜,980,キャンディ,4,3,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,350
R0126,中央区,女性,40代,日,2024/07/24,19:33,夜,980,ガム,4,4,0,0,0,1,0,1,0,1,0,0,0,1,お菓子・スナック,370
R0127,中央区,女性,40代,金,2024/11/17,11:14,昼,330,牛乳,1,1,1,0,1,0,1,0,0,1,0,1,0,0,主食・基本食品,330
R0128,中央区,男性,30代,日,2024/02/01,08:16,朝,660,栄養ドリンク,3,1,0,1,0,0,0,1,0,1,0,0,1,0,飲み物,180
R0128,中央区,男性,30代,日,2024/02/01,08:16,朝,660,サラダ,3,2,0,1,0,0,0,1,0,1,0,0,1,0,健康食品,290
R0128,中央区,男性,30代,日,2024/02/01,08:16,朝,660,ヨーグルト,3,3,0,1,0,0,0,1,0,1,0,0,1,0,健康食品,190
R0129,中央区,男性,60代以上,月,2024/07/17,16:36,昼,290,サラダ,1,1,1,0,1,0,1,0,0,0,1,1,0,0,健康食品,290
R0130,中央区,男性,50代,火,2024/02/02,11:31,昼,1130,おにぎり,5,1,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,140
R0130,中央区,男性,50代,火,2024/02/02,11:31,昼,1130,牛乳,5,2,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,330
R0130,中央区,男性,50代,火,2024/02/02,11:31,昼,1130,卵,5,3,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,240
R0130,中央区,男性,50代,火,2024/02/02,11:31,昼,1130,パン,5,4,0,0,1,0,1,0,0,0,1,0,1,0,主食・基本食品,210
R0130,中央区,男性,50代,火,2024/02/02,11:31,昼,1130,チョコレート,5,5,0,0,1,0,1,0,0,0,1,0,1,0,お菓子・スナック,210
R0131,中央区,男性,20代,火,2024/07/04,12:22,昼,740,栄養ドリンク,3,1,0,0,1,0,1,0,1,0,0,0,1,0,飲み物,180
R0131,中央区,男性,20代,火,2024/07/04,12:22,昼,740,サラダ,3,2,0,0,1,0,1,0,1,0,0,0,1,0,健康食品,290
R0131,中央区,男性,20代,火,2024/07/04,12:22,昼,740,フルーツ,3,3,0,0,1,0,1,0,1,0,0,0,1,0,健康食品,270
